Point;A2OFRC;B2OFRC;BELTLL1;DABPRES;DABRAD;DUR;DV;EV1;EV2;EV3;FTRIGG;IP2OFRC;KNEEFRC;PDOF_H;PTFORCE;RIMFRC;S2OFRC;SLIPFRC;STWANGLE;STWCOMP;STWTRANS;YAWSF;Risk(45yrs|2ribfx)(%);LOGIT(risk);L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12
480;0.327;0.24;4.61;1.54;332;136;43.3;3.41;-1.55;-0.813;10.9;0.239;3.96;-19.8;2.91;2.11;0.306;0.149;25.2;4.08;-2.03;0.00566;22.21;-1.254034559;0.797654502;1.183857489;3.005812876;1.73517894;0.805353839;0.698852958;0.51181321;0.448016496;0.448567513;0.970774144;1.582013443;0.30142006;0.49909614;0.272860052;0.463187043;0.708927913;1.003280934;1.398812234;1.532077417;1.022924576;0.561977318;0.359670958;0.172350754;0.197886815
481;0.284;0.221;3.6;1.13;364;97.6;34.5;-2.59;-2.06;1.29;15.4;0.272;10.3;-19.2;1.59;3.52;0.239;0.312;21.8;4.75;24.9;0.00575;0.69;-4.972066645;0.595077407;0.621002354;1.351149101;1.217444427;0.717242854;0.67378059;0.466251699;0.402382622;0.523417396;0.384158827;1.290264167;0.54782019;0.831643213;0.337016513;0.369553803;0.484307157;0.698454911;0.880018249;0.968596432;0.891223084;0.602796068;0.321400422;0.292299362;0.254738331
482;0.214;0.363;3.01;1.15;330;115;36.6;-1.98;-1.59;0.296;22.6;0.311;9.04;7.37;2.12;2.29;0.283;0.101;22.5;6.03;-14.7;0.00831;0.57;-5.154190955;0.359453401;0.680230837;0.931449048;1.401558798;0.604146719;0.540791359;0.324850762;0.35503367;0.393228978;0.28380116;0.249656849;0.27434018;0.448306836;0.278258626;0.306819659;0.391330523;0.507001532;0.6337367;0.942338537;1.486704778;0.93076257;0.378694921;0.257884478;0.199287664
483;0.286;0.207;3.43;1.21;340;113;17.4;-1.15;-1.66;-0.542;19.5;0.344;12.2;-42.4;1.83;2.05;0.297;0.253;22.9;4.87;7.36;0.00671;0.01;-9.75010805;0.534386653;0.380470371;0.594460964;0.452179741;0.373822334;0.291500683;0.325528486;0.422755396;0.542890467;0.783533137;0.713384384;0.194758072;0.441840431;0.209949887;0.270694471;0.420420337;0.460672146;0.470394641;0.384509563;0.303807855;0.162563985;0.183570851;0.19905658;0.165451632
484;0.35;0.263;3.59;1.38;330;104;38.3;-1.75;-0.167;0.241;28.6;0.347;17.3;-14.4;1.78;2.54;0.291;0.346;25.9;5.68;-26.1;0.00624;0.82;-4.796564356;0.792279281;0.640707649;1.2882296;1.309010573;0.791048165;0.722502079;0.434916094;0.446549384;0.503178407;0.487619266;0.740541611;0.753698032;1.322533749;0.478132116;0.634215819;0.715660257;0.788962841;0.855477341;0.87941559;0.838015974;0.640501501;0.299216504;0.170502707;0.251864735
485;0.351;0.226;4.03;1.39;314;93.9;52.4;0.802;0.817;0.215;13.7;0.337;4.18;-18.2;1.85;2.99;0.377;0.145;25.2;4.28;-19.6;0.00531;16.16;-1.647130545;2.298466302;1.551108435;1.960625313;1.352742314;1.295985375;0.758077763;0.480521657;0.652324269;0.847554952;0.532041397;1.011514757;0.463799713;1.188986003;0.392083684;0.666449731;0.872354582;1.002648566;1.265734062;1.379895676;0.977731124;0.695699779;0.329537899;0.219428074;0.362377334
487;0.342;0.324;3.23;1.37;328;110;53.5;0.619;-2.67;0.748;21.7;0.205;11.9;-12.6;1.75;3.19;0.387;0.228;24.4;5.57;-0.48;0.00651;6.81;-2.616805284;0.655577891;1.018920168;2.033908106;1.654064283;0.982523803;0.911731925;0.503928773;0.489594648;0.496552046;0.403181091;0.854975823;0.497998251;1.367451902;0.466974033;0.537069188;0.63894866;0.831874739;1.041737851;1.400570665;1.317292918;0.898962934;0.417134957;0.205066614;0.375377084
488;0.218;0.387;3.91;1.28;326;107;33.9;-0.756;-1.4;1.04;32.6;0.276;9.57;-22.7;2.08;2.59;0.286;0.0649;21.1;4.32;-14.1;0.00809;0.4;-5.510112677;0.982768089;0.62619946;1.170799043;1.014344301;1.14890961;0.602854602;0.408735219;0.645298697;0.83074579;0.463005342;0.781025598;0.45135119;0.765150785;0.358369085;0.554234488;0.637528021;0.717476988;0.807539839;0.859194528;0.812810753;0.528070936;0.298301852;0.189343747;0.198890641
489;0.238;0.332;4.61;1.25;355;107;32.1;-1.04;0.287;-0.664;16.2;0.21;8.76;-0.453;1.76;1.92;0.354;0.268;25.2;2.86;-12.2;0.00806;0.75;-4.883080027;0.339811202;0.764237717;1.565091312;1.406040788;0.735235214;0.487077283;0.371048227;0.412842538;0.461816834;0.323013193;0.189665507;0.272430992;0.566447992;0.303972;0.395180192;0.468398677;0.529198395;0.796424225;0.995983649;0.982545689;0.749328034;0.313904276;0.197645091;0.18149144
490;0.271;0.348;3.07;1.44;350;117;19.7;0.475;0.414;-0.422;23.2;0.248;13.9;-35;1.52;3.43;0.242;0.0553;22.6;5.22;-4.49;0.00798;0;-10.07412229;0.469705788;0.340366457;0.538757071;0.463790772;0.399042433;0.290799025;0.26197366;0.316053163;0.4407892;0.66610137;0.800776668;0.182667281;0.477040326;0.185274216;0.356112793;0.474657677;0.485847704;0.396962697;0.328184082;0.269836723;0.168160954;0.177113467;0.142647792;0.156135915
491;0.255;0.216;4.4;1.28;355;111;26.4;1.19;0.709;-0.158;40.3;0.234;11.8;-0.67;2.41;4.18;0.341;0.157;25.7;4.38;25.2;0.00647;0.04;-7.782035333;0.400132686;0.606640987;0.819066167;1.104654651;0.638618041;0.458832365;0.336166285;0.349729601;0.334826391;0.296190544;0.164697459;0.257727038;0.707828905;0.339688547;0.438163895;0.497800857;0.550688989;0.562056154;0.67017558;0.652993377;0.460960902;0.26469219;0.152409484;0.209417054
492;0.316;0.241;4.17;1.18;341;99.1;20.5;0.995;1.29;-0.411;13.3;0.286;5.88;-10.7;1.39;4.57;0.396;0.262;25;4.13;-28.8;0.00589;0.01;-9.708262394;0.257085217;0.509936409;0.740726478;0.649127178;0.437922543;0.288551766;0.251151132;0.260740868;0.404729601;0.40822844;0.308369962;0.181592582;0.364534021;0.202303333;0.220657792;0.26350657;0.428838795;0.647706958;0.698093325;0.584220886;0.339432131;0.265593454;0.140752352;0.11642687
493;0.344;0.361;4.58;1.16;338;116;39.2;-3.96;0.152;0.683;17.9;0.311;6.9;-0.0506;2.25;3;0.351;0.0907;21.9;3.77;-21.3;0.00676;6.46;-2.673970407;0.363108958;0.840429682;1.803622022;1.831290871;0.920771249;0.641846703;0.423008576;0.466673402;0.458386866;0.384814269;0.256292732;0.329565629;0.573101034;0.36301848;0.396575825;0.502844807;0.637479918;0.824568607;1.31035354;1.696542278;1.365174539;0.497445976;0.27327789;0.207565492
494;0.231;0.347;3.8;1.47;321;112;21.6;0.051;0.943;-0.628;56.2;0.264;7.38;-0.0124;1.78;4;0.337;0.172;23.1;4.7;-27.6;0.00771;0.02;-8.457220914;0.458961958;0.463235006;0.707365107;0.795788411;0.653111516;0.544102723;0.297060236;0.34637698;0.420623226;0.395213533;0.255992147;0.346305338;0.639582286;0.366293732;0.57564741;0.641574617;0.694957189;0.618842384;0.60932315;0.62878225;0.435988605;0.287857954;0.173409807;0.173436757
495;0.361;0.39;4.06;1.21;329;91.3;32.4;0.378;0.281;-0.141;3.96;0.317;4.12;-4.77;2.18;3.44;0.367;0.256;25.8;4.64;-9.94;0.00482;1.31;-4.325966931;0.315070851;0.738918828;1.443175692;1.515458897;0.618276792;0.451874128;0.333895488;0.349833537;0.388149801;0.338113587;0.213928754;0.323434803;0.412495248;0.24565761;0.27838531;0.333808898;0.538428407;0.868587475;1.275737491;1.319120359;0.831109099;0.337299239;0.237056194;0.2043179
496;0.252;0.287;4.98;1.29;352;111;29.9;0.659;0.745;0.728;6.42;0.258;7.25;-36.8;2.82;2.6;0.213;0.293;21.6;2.83;-23.6;0.00322;0.67;-4.999190893;1.416298468;0.677973125;1.377701852;0.666929828;0.521655846;0.49774237;0.451487629;0.70535806;0.933129154;0.79924874;0.878752954;0.23893849;0.485268375;0.25605273;0.590717746;0.775405625;1.012580562;0.775720458;0.652484642;0.488007721;0.282980525;0.350098708;0.284668966;0.227107294
497;0.327;0.211;3.36;1.39;313;109;24.3;0.348;0.158;1.8;27.1;0.318;10.9;-3.23;1.92;1.39;0.237;0.211;24.3;5.15;1.47;0.00633;0.01;-9.323365957;0.230392767;0.583161134;0.721494667;0.768156163;0.489796;0.344743021;0.266843033;0.287289126;0.299327238;0.21440296;0.20057098;0.167892512;0.38558552;0.213303673;0.380811887;0.449017063;0.471635396;0.577686122;0.689156819;0.64263721;0.458365353;0.263938401;0.21255808;0.174810702
498;0.313;0.345;4.06;1.42;326;126;18.8;0.483;-0.074;-0.187;34.7;0.385;12.7;-9.69;0.862;2.5;0.202;0.169;25;4.07;-9.07;0.00465;0;-11.52770773;0.271999021;0.409202417;0.582786929;0.533424038;0.396755757;0.268691266;0.256559369;0.22898945;0.286263041;0.343199377;0.213337503;0.130144809;0.42215446;0.200780807;0.353389117;0.46195155;0.461495249;0.442468934;0.45452863;0.394741632;0.227399962;0.17720717;0.132302474;0.106507563
499;0.352;0.325;3.11;1.38;298;113;26.2;-0.628;0.23;0.251;18.5;0.242;5.82;-1.85;1.54;3.07;0.372;0.275;21.4;4.25;-17;0.00864;0.01;-9.344804701;0.263203052;0.521685043;0.716758799;0.718033779;0.450524408;0.368604739;0.267689652;0.303170737;0.327712554;0.225105789;0.18866664;0.206352863;0.372115825;0.210787565;0.249335938;0.33994941;0.431265729;0.635054987;0.759386504;0.662524672;0.466622971;0.23145515;0.214346312;0.175905239
500;0.213;0.295;4.45;1.2;326;98.6;20.2;0.988;-0.427;0.544;26.1;0.273;7.63;-9.43;2.08;3;0.216;0.0484;23.9;4.45;-10.3;0.0074;0.01;-9.375111847;0.299552456;0.578307686;0.730771897;0.705346791;0.442038197;0.302132824;0.285481359;0.242972584;0.284862146;0.290785637;0.2677524;0.223563705;0.335225626;0.191398407;0.273056189;0.32601445;0.407081423;0.594145712;0.743719097;0.689769723;0.450392952;0.19532037;0.183267426;0.175473769
501;0.267;0.351;3.59;1.37;345;125;33.1;-0.851;-0.528;-0.133;24.1;0.356;4.31;-3.72;1.76;3.09;0.276;0.173;21.9;6.47;-4.95;0.00613;0.06;-7.440869937;0.396311795;0.648866408;0.900686625;0.85225692;0.860562455;0.497928355;0.319188554;0.342035503;0.402558269;0.283718132;0.262063835;0.308011961;0.616976898;0.376209826;0.511964643;0.568886101;0.64602457;0.730351498;0.805340614;0.744139776;0.577223441;0.280577061;0.206500548;0.162715081
502;0.355;0.374;3.68;1.24;358;118;41.7;1.06;-0.257;-0.765;27.3;0.364;9.21;-44.5;2.19;2.32;0.395;0.28;25.4;4.86;10.3;0.00471;22.12;-1.259059204;1.497167815;0.744640781;1.368648559;1.012198068;0.823385175;1.112948637;0.853190012;1.860039122;2.697763592;1.873038895;0.600463804;0.405646395;0.846267212;0.295453263;0.679788366;0.78025572;0.752089964;0.664956076;0.54779863;0.531045394;0.549146626;0.47390773;0.19005005;0.61903419
503;0.299;0.362;3.57;1.3;321;128;15.7;0.587;-0.98;0.102;31.3;0.367;13.1;-31.9;2.23;3.54;0.359;0.27;22.8;4.02;0.231;0.00518;0;-11.93111792;0.322487578;0.356404716;0.578323379;0.443079323;0.34729687;0.258064386;0.304333121;0.3350863;0.448975479;0.574991759;0.304252794;0.150488981;0.349322241;0.160418486;0.17083456;0.281468802;0.308896392;0.364305358;0.35464731;0.283712312;0.175454386;0.196903409;0.121844106;0.192630419
504;0.38;0.33;4.72;1.41;333;124;25.9;-0.572;-0.102;0.138;30.1;0.322;7.2;-14.6;2.37;2.32;0.237;0.184;23.9;4.03;8.74;0.00963;0.01;-8.835295563;0.332009653;0.526403449;0.775086507;0.711127138;0.572341727;0.373795652;0.290049217;0.314000226;0.441860594;0.640734006;0.576993916;0.167141308;0.575223565;0.289668189;0.494314963;0.549724977;0.572838122;0.612118375;0.618052762;0.518167811;0.302958395;0.277223857;0.177082699;0.181622291
505;0.329;0.3;3.64;1.43;332;109;20.3;-1.41;-0.662;0.0636;37.2;0.234;13.3;-2.53;1.15;3.39;0.21;0.295;25.3;4.95;-2.13;0.00537;0.02;-8.506734273;0.369363418;0.559155503;0.732764136;0.837432034;0.638547912;0.467320113;0.305779558;0.367948762;0.37685202;0.346541754;0.247803004;0.286954781;0.685858214;0.36369767;0.538997771;0.590066658;0.636608247;0.617420347;0.63539762;0.579253957;0.405284204;0.254444382;0.193392904;0.176581449
506;0.359;0.24;3.33;1.21;322;106;21.8;0.703;1.48;-0.888;55;0.309;14.2;3.14;1.98;4.39;0.208;0.106;21.4;4.9;-7.87;0.00451;0.01;-9.901794678;0.407436537;0.411620783;0.591351278;0.649852585;0.499654515;0.444950256;0.287259766;0.282552931;0.2863792;0.256819907;0.187559659;0.263556442;0.431938609;0.2971004;0.43123276;0.468178047;0.553598627;0.532871997;0.636541611;0.626649521;0.453979475;0.291746645;0.109096232;0.163850433
507;0.387;0.362;3.82;1.42;328;123;50.6;-1.31;0.253;0.724;6.91;0.369;9.06;-44.2;2.42;2.86;0.386;0.142;23.1;5.28;-3.52;0.00386;35.21;-0.610578394;1.74534563;1.150237676;1.544684544;1.210114267;0.848417357;0.995679945;0.721495226;2.253904752;2.353918366;2.372627333;0.569883641;0.457344158;0.744631141;0.307356752;0.653963536;0.813926011;0.745267142;0.744946115;0.655214628;0.605611689;0.473724306;0.536582572;0.192785787;0.707596028
508;0.228;0.308;4.77;1.17;347;89.4;24.1;-0.766;-0.157;0.69;33.2;0.243;13.7;5.76;0.851;1.66;0.257;0.159;25.7;4.41;-6.19;0.00472;0.24;-6.041601659;0.320005347;0.724575575;1.093213726;1.345213689;0.891729072;0.500436546;0.371940271;0.399184646;0.369545841;0.312849553;0.403631013;0.317687611;0.552953314;0.323410961;0.372410729;0.432094559;0.557786087;0.641263928;0.843098573;0.884135161;0.74241017;0.254336721;0.21122247;0.147581019
509;0.202;0.363;4.1;1.24;376;88;16.2;-2.09;-0.219;-0.342;21.8;0.319;13.9;1.8;1.97;2.86;0.213;0.125;22.7;3.22;28.5;0.00825;0;-9.938602142;0.343266129;0.565031683;0.689831935;0.674362713;0.496543106;0.53011463;0.260655419;0.246376009;0.276853424;0.286104251;0.335507002;0.249267509;0.50698258;0.262995157;0.378199038;0.413118675;0.486472342;0.488677202;0.541109685;0.517570507;0.350470142;0.229144818;0.286890799;0.158855284
510;0.272;0.207;3.94;1.19;352;108;14.4;0.00288;0.54;0.274;17;0.25;4.93;2;2.24;2.01;0.284;0.204;23;5.86;-3.21;0.00803;0;-12.97157226;0.283071399;0.436042156;0.527148554;0.463561201;0.286852056;0.204657856;0.168053096;0.164808612;0.163296377;0.189692492;0.274077337;0.159003446;0.26249839;0.127428514;0.197480503;0.263859495;0.295602181;0.3578478;0.429422501;0.361118652;0.203637034;0.191970193;0.147828599;0.204151939
511;0.33;0.252;3.69;1.36;325;115;22.6;1.14;-0.638;-0.00175;28.8;0.283;12.2;-4.13;1.57;1.9;0.389;0.208;22.8;5.79;-11.5;0.00712;0;-10.03525787;0.247129146;0.549261086;0.672168285;0.689809769;0.465492345;0.323679508;0.261160242;0.289838482;0.323491474;0.237033656;0.195133837;0.166592386;0.418754993;0.211305195;0.353887305;0.442232005;0.4654855;0.524831749;0.613207417;0.562917907;0.381830125;0.282578706;0.1387286;0.14673149
512;0.384;0.243;4.8;1.36;344;115;21.5;-0.344;0.0954;-0.392;66.7;0.212;16.6;-7.85;1.86;2.37;0.258;0.315;23.1;4.13;4.74;0.00945;0.01;-9.126656778;0.686013466;0.426843436;0.64963731;0.647980534;0.641623419;0.488617318;0.259363116;0.335707981;0.406328868;0.341770449;0.220929459;0.313153351;0.688547781;0.339603703;0.471870136;0.535236904;0.64165704;0.529013341;0.52736043;0.473886216;0.285554817;0.291740848;0.119914603;0.205667992
513;0.279;0.302;4.61;1.08;381;114;25.8;2.68;-0.542;0.485;13;0.323;13;-16.4;2.26;2.62;0.299;0.186;23.2;5.2;27.9;0.00585;0.15;-6.530403272;0.327041908;0.63342806;1.303577237;0.920265168;0.568125071;0.401402172;0.325534702;0.357229519;0.513463328;0.792322587;0.332449889;0.190236489;0.413977448;0.232983846;0.232081348;0.284348824;0.536768558;0.786357;0.91197826;0.82226675;0.501039391;0.243298081;0.145032839;0.166432094
514;0.212;0.265;5.35;1.3;331;105;20;0.226;-0.223;-1.68;11.2;0.239;4.79;-7.79;2.79;3.65;0.303;0.136;24.1;2.91;-26.3;0.00878;0.01;-9.846946634;0.389218144;0.593268452;0.743341167;0.628419127;0.414000172;0.285414374;0.241713505;0.231948821;0.360955973;0.351384329;0.389286759;0.202610926;0.298064994;0.165412703;0.203063339;0.244527683;0.379688502;0.581025425;0.676714256;0.579752447;0.326147513;0.245202798;0.216742628;0.1949528
515;0.282;0.255;2.3;1.22;341;109;53.2;-1.57;0.614;-1.56;49.6;0.346;10.4;-28.5;1.5;3.26;0.362;0.226;24.4;4.89;15.9;0.00114;99.65;5.638581188;1.550696325;1.832491718;1.967922412;2.319453657;1.676226407;1.926931366;1.518064924;1.91480685;2.011256479;3.997728601;2.626556344;0.795522053;1.234853826;0.910685584;2.136416361;3.306280822;2.954071201;2.099165507;1.240208745;1.98355373;0.917841494;0.796035118;0.427102344;1.87089555
516;0.234;0.313;3.07;1.31;359;108;32;-3.27;-1.19;-0.659;13.8;0.317;15.1;-28.8;1.36;3.33;0.356;0.231;21.3;5.53;4.15;0.00813;1.56;-4.143219239;1.099754125;0.573980622;1.512358896;0.729265762;0.663766311;0.549115427;0.541108893;1.249490771;1.537457667;1.040142495;0.662718387;0.34331379;0.946368184;0.357889012;0.544415833;0.656843511;0.68666134;0.705072191;0.662971847;0.576521317;0.387562066;0.359353749;0.274245301;0.312268152
517;0.3;0.367;3.97;1.27;312;98.4;22.2;1.14;0.996;-0.136;30.8;0.287;6.05;1.97;1.91;2.85;0.202;0.158;23.5;4.63;13.2;0.00649;0.02;-8.747940134;0.276061217;0.642258022;0.758216018;0.82144225;0.501892064;0.347307953;0.276304409;0.309653766;0.347760576;0.223315042;0.178676436;0.240655942;0.398302078;0.2328665;0.35197353;0.402529677;0.454326533;0.59984941;0.750219403;0.725159934;0.546726631;0.217252341;0.188034959;0.176429492
518;0.289;0.351;2.66;1.41;309;110;27.1;1.85;1.03;0.848;17.1;0.234;5;-7.84;0.966;4;0.371;0.102;23.4;5.53;-12.6;0.0068;0.01;-9.8645541;0.317122322;0.442183344;0.73065632;0.597759057;0.457432447;0.360202696;0.275558815;0.277918181;0.293705706;0.248549227;0.158340589;0.167452602;0.371845672;0.183579733;0.236505899;0.332185579;0.420639291;0.594610395;0.718931761;0.636143703;0.372849195;0.16174888;0.159470399;0.09342712
519;0.345;0.344;3.81;1.45;318;110;28.6;-0.77;-0.297;-1.3;25.6;0.275;9.14;-23.8;2.45;1.93;0.271;0.0349;21.4;5.64;-9.29;0.00638;0.04;-7.894792534;0.638254499;0.543026626;0.798685383;0.69996547;0.614895998;0.422936911;0.40091034;0.293111592;0.411922112;0.532529643;0.886767171;0.446295738;0.637268368;0.306668272;0.495677581;0.586301601;0.667284988;0.687008165;0.677962787;0.586362556;0.318738283;0.2886164;0.259203697;0.259290845
520;0.266;0.346;4.26;1.27;325;109;17.1;-0.303;0.0425;0.397;24.3;0.361;11.3;3.67;2.52;3;0.354;0.195;21.9;3.99;-5.17;0.00741;0;-11.26354875;0.236950256;0.512075005;0.62443479;0.595690403;0.364685245;0.268523674;0.205401611;0.213523745;0.211838516;0.223865523;0.270774006;0.188968517;0.315343007;0.148336228;0.209140126;0.291211857;0.368335145;0.439055311;0.536813494;0.482481346;0.316383666;0.235792575;0.144821394;0.180994987
521;0.233;0.375;3.93;1.48;329;103;42.8;2.17;1.51;-0.0926;36.3;0.284;18.7;-2.61;1.36;1.3;0.212;0.216;25.5;4.45;-29.1;0.00606;2.62;-3.616506158;0.483592972;0.681843935;1.499225479;1.531180833;1.576123014;0.695278309;0.443856139;0.505250087;0.496211136;0.479067909;0.299604633;0.423243083;1.015004236;0.454426231;0.63429838;0.677572656;0.721067609;0.893675815;1.279140729;1.070075482;0.68362765;0.266621239;0.168751623;0.209005363
522;0.268;0.328;4.09;1.24;336;129;32.3;-2.07;-1.26;-0.117;24.4;0.27;7.73;-19.9;2.58;2.17;0.302;0.15;25.1;4.45;-23.5;0.00477;0.12;-6.69503678;0.551945949;0.563116884;1.043782942;0.837385934;0.566261727;0.447711023;0.347384531;0.32042549;0.420313189;0.708631752;1.036875322;0.244409242;0.548983598;0.271742558;0.394134596;0.483296299;0.642254716;0.839619339;0.867869798;0.783829764;0.49392865;0.288652;0.154716801;0.216680812
523;0.21;0.205;4.68;1.34;332;109;40.7;-0.107;-0.89;0.181;9.82;0.238;4.41;5.45;1.58;2.44;0.381;0.267;22.3;4.85;-18;0.00339;29.79;-0.857748266;0.433333125;0.944583584;2.039590664;2.280030586;1.163539011;0.621692091;0.43507712;0.49388092;0.559749035;0.401633279;0.256502558;0.34825867;0.424367003;0.322312722;0.408671517;0.477360049;0.592959626;0.845991541;1.625753008;2.183088288;2.081328444;0.842349045;0.360547821;0.326521508
524;0.261;0.311;3.42;1.13;339;88.7;50.9;-0.00938;1.33;-0.687;28.3;0.393;4.33;-10.6;1.83;3.01;0.392;0.138;25.8;5.12;-5.48;0.0066;8.38;-2.392867911;1.626712643;1.266900636;1.761594415;1.397264935;1.191236079;0.927343126;0.534210587;0.539112044;0.860115979;0.938075688;0.351357949;0.373820006;1.792166568;0.422344217;0.584983872;0.864602719;1.022871584;1.079647057;1.106047072;1.164947078;0.728361402;0.327952532;0.200762856;0.319994334
525;0.304;0.34;4.35;1.41;357;105;49.8;-2.06;0.0666;-0.341;24.8;0.326;11.6;-41;2.51;2.7;0.263;0.16;22.6;5.52;-15.7;0.00819;80.02;1.387051142;1.876585372;1.295327581;1.350746024;1.838094369;1.41056776;1.552930847;1.587295905;2.795317583;3.273311257;2.458080463;1.149669755;0.855390728;1.342848502;0.499618193;0.907537434;1.052069385;1.048193965;1.013554446;0.84578339;1.05909463;0.571369799;0.553666335;0.333748502;1.150066499
526;0.246;0.356;4.82;1.35;327;101;26.7;-2.54;2.04;1.26;83.6;0.322;8.41;-19.1;2.06;3.04;0.376;0.311;21.4;4.28;15.3;0.00686;9.29;-2.278681184;0.647182763;0.361147732;0.476234965;0.332354195;0.379539793;0.60473904;0.879163016;0.8064311;0.627376791;0.463385321;0.406773342;0.295448676;0.679981755;2.188451402;1.392227411;1.16160661;1.41116092;1.959015056;0.960479118;0.65048472;0.415387517;0.341609586;0.2528955;0.782768149
527;0.299;0.219;5.28;1.25;326;116;27.6;-1.42;-0.719;0.282;9.23;0.36;5.63;-6.48;1.86;2.21;0.305;0.164;22.3;3.81;22.3;0.00694;0.1;-6.942423119;0.30243299;0.692029484;1.179402787;0.889145862;0.538182864;0.373594998;0.30540009;0.295306533;0.346207456;0.279478845;0.314543745;0.240124832;0.421698438;0.222318573;0.292790099;0.348189683;0.457004318;0.745367771;0.953694992;0.868992135;0.594628369;0.234770449;0.232150336;0.179608108
528;0.234;0.367;2.7;1.42;330;108;63.4;-0.966;0.236;0.0196;53.2;0.277;10.6;-6.94;2.32;3.49;0.243;0.137;25.1;6.37;-20.4;0.00882;100;20.21537221;1.900791004;1.486652065;2.462709509;3.475009277;4.738397896;3.49095799;3.412422538;2.936012298;2.454078011;2.837436832;3.261869401;2.074615844;2.304673754;1.470579021;1.86852701;2.373847738;1.64221935;1.37623176;0.902058557;0.99818809;0.741891842;0.576809142;1.265789382;5.998846516
529;0.275;0.326;2.9;1.02;348;88.9;28.5;-0.808;-0.172;0.641;114;0.268;8.89;9.33;1.76;2.16;0.249;0.121;25.5;6;24.6;0.00999;89.92;2.187773589;1.46627482;2.590298839;5.323146656;1.767015271;0.700992579;0.720834127;0.38775953;0.360230543;0.366623118;0.250121998;0.21543575;0.37373777;0.850638747;0.804861356;0.906419754;1.681818068;3.149357066;0.54699718;0.543264579;0.404348783;0.404159492;0.243970915;0.232845778;0.267235213
530;0.216;0.382;3.94;1.29;313;81.6;16.4;-2.12;-2.19;-0.689;35.1;0.245;3.42;7.02;1.15;1.1;0.3;0.153;22.9;4.36;28.4;0.00515;0.02;-8.461953276;0.388344168;0.635235757;0.765004568;0.823517609;0.58552213;0.420212233;0.304887583;0.350686465;0.342303072;0.298240292;0.221738499;0.315463752;0.563990371;0.325000635;0.457194448;0.525509287;0.598723348;0.610685861;0.690082414;0.713791698;0.567575917;0.240097637;0.209957338;0.167482242
